,arrival,parking_entry,kiosk,department_entrance,department_exit,parking_exit,departure,visit_time,parking_entry_wait,kiosk_wait,department_entrance_wait,department_exit_wait,parking_exit_wait,departure_wait,parking_entry_wait_wgt,kiosk_wait_wgt,department_entrance_wait_wgt,department_exit_wait_wgt,parking_exit_wait_wgt,departure_wait_wgt,Rating
389,20:19:38,20:24:51,20:34:06,20:58:18,21:30:21,21:40:19,21:45:11,1:25:33,5,9,24,32,9,4,2.2497063115794207,4.902599987643311,6.539255469357483,4.352458842605059,1.8101563704535204,1.1754624072968802,6.0
390,19:53:41,19:56:34,20:07:23,20:22:42,20:56:16,21:07:13,21:10:34,1:16:53,2,10,15,33,10,3,1.60905731725194,5.376740183882777,6.222456436340623,3.7666005683489145,1.7955106785578963,0.6439631641375887,7.0
391,5:15:56,5:20:35,5:31:33,5:57:09,6:41:30,6:49:38,6:55:14,1:39:18,4,10,25,44,8,5,1.9600640604640411,5.383507399121603,6.048941190961698,4.310853169560438,1.3242285935191482,0.7611594307369175,5.0
392,1:15:30,1:19:38,1:30:33,1:50:57,2:41:56,2:46:42,2:50:35,1:35:05,4,10,20,50,4,3,1.667111753444972,5.066184861960134,5.703748032887634,4.574910992734305,1.887676427532126,1.7372038375908425,5.0
393,21:22:21,21:25:59,21:37:40,22:01:00,22:48:30,23:00:53,23:04:48,1:42:27,3,11,23,47,12,3,2.010118544578895,4.639887797823052,5.782180328905246,3.981587437721466,2.4124971948148213,0.49954977830312874,6.0
394,12:31:16,12:36:11,12:47:06,13:09:40,13:54:17,14:03:40,14:09:26,1:38:10,4,10,22,44,9,5,1.6193281158672288,5.3818286513085845,6.63236727581874,4.419897637517117,1.837580573432204,1.4512212264933817,5.0
395,10:55:55,11:01:04,11:12:13,11:26:28,12:20:18,12:30:19,12:34:57,1:39:02,5,11,14,53,10,4,2.2545364585986434,4.81992224509705,5.967143500960011,4.526691923681772,2.770204131267617,0.5044320600898431,5.0
396,23:35:57,23:40:59,23:49:13,0:11:51,0:53:06,1:02:23,1:08:33,1:32:36,5,8,22,41,9,6,1.7974201212753247,4.2154204615425215,5.882480213563942,3.349259710727992,2.422839268641348,1.6461076480426593,7.0
397,8:20:20,8:26:02,8:38:33,8:54:26,9:34:32,9:44:04,9:49:10,1:28:50,5,12,15,40,9,5,2.3706260942855923,5.285050439835589,6.1375495918491,3.5567260356042274,1.512594265758559,1.5125591308636066,7.0
398,7:38:07,7:43:09,7:54:53,8:16:55,9:01:41,9:09:50,9:12:22,1:34:15,5,11,22,44,8,2,2.1700477206881765,4.884383412092923,6.555191828479521,4.578871121667727,1.625197772119579,1.2164554273107713,5.0
399,8:37:24,8:42:31,8:56:30,9:11:20,9:59:05,10:10:03,10:14:46,1:37:22,5,13,14,47,10,4,1.8864500200514596,4.478857121428832,5.175455251660226,3.786583703485624,1.4536189906026862,1.3692290552373165,7.0
400,21:01:35,21:08:29,21:19:52,21:40:30,22:27:18,22:34:01,22:38:13,1:36:38,6,11,20,46,6,4,2.384946865968227,4.827064304197858,5.370214017102476,4.068698986006318,2.4334950264090724,1.395643415018638,6.0
401,8:40:36,8:45:22,8:55:09,9:19:41,10:03:12,10:11:59,10:16:26,1:35:50,4,9,24,43,8,4,1.6410542053262236,4.85313422369091,5.829550857016899,4.153982070849446,1.9093925986950904,0.7306025237325362,6.0
402,17:43:42,17:48:33,17:58:22,18:22:42,19:08:40,19:17:28,19:22:55,1:39:13,4,9,24,45,8,5,2.1561597611789622,4.899575037304549,6.365611548118417,4.2641945644036205,1.7735230269050521,1.5082691030079796,5.0
403,4:25:14,4:29:45,4:37:20,4:55:02,5:31:37,5:39:34,5:43:49,1:18:35,4,7,17,36,7,4,1.8904073694157129,4.845880334057582,5.971266235331037,3.9055900948753255,1.8723248023967698,0.09038388171243361,7.0
404,4:45:42,4:51:09,5:05:00,5:24:31,6:02:26,6:11:15,6:15:59,1:30:17,5,13,19,37,8,4,2.3187030962006325,5.653977149508557,6.172113688403711,4.5611317230185335,1.951289830849284,0.5519090933155442,6.0
405,23:36:46,23:42:01,23:50:58,0:08:19,0:53:32,1:03:42,1:09:34,1:32:48,5,8,17,45,10,5,1.6961678183929823,4.718795259693336,5.803487518369615,3.7898415263475624,1.4179766083185497,0.8592401613782329,7.0
406,23:49:22,23:55:14,0:05:24,0:24:52,1:13:19,1:24:37,1:29:03,1:39:41,5,10,19,48,11,4,1.7214835413291518,5.98133652072943,5.7586825432598445,3.858651186257341,1.8393299083395465,1.2504149742565809,6.0
407,17:05:50,17:10:42,17:23:22,17:40:58,18:20:10,18:29:49,18:33:09,1:27:19,4,12,17,39,9,3,2.5738766198456116,4.855767274181613,6.10443843469549,4.09253772688642,1.8978308401238526,0.8667980449649186,6.0
408,14:25:35,14:31:20,14:40:58,15:01:19,15:41:17,15:51:14,15:55:13,1:29:38,5,9,20,39,9,3,1.7085332000881208,4.973497894590023,5.77498815694874,3.8056450659367815,1.4749813669008813,1.3419167828638157,7.0
409,23:02:53,23:07:46,23:19:34,23:41:41,0:20:18,0:30:11,0:34:37,1:31:44,4,11,22,38,9,4,2.1977797740901175,5.482509351162418,5.364944945688976,3.982623162309732,1.874729920910815,1.2485277163868767,6.0
410,4:33:43,4:37:39,4:45:47,5:04:23,5:53:36,6:03:37,6:10:28,1:36:45,3,8,18,49,10,6,1.9760840408400293,4.051933220716261,6.389413205529088,3.8822775994499454,1.6052962013644942,0.6878778219381526,6.0
411,20:33:03,20:38:23,20:46:50,21:06:03,21:53:04,22:01:16,22:05:25,1:32:22,5,8,19,47,8,4,1.6069793968512107,4.313370979202427,5.810410397699768,3.606816219662279,1.340945360252614,0.6489376567912364,7.0
412,9:54:08,10:00:47,10:08:54,10:35:56,11:13:16,11:22:51,11:26:49,1:32:41,6,8,27,37,9,3,2.1954162463985742,4.284424089796184,5.568389541276137,4.5484355920845925,2.412893574192543,1.3351232537668052,6.0
413,20:53:45,20:59:59,21:09:57,21:24:25,22:04:31,22:16:46,22:21:33,1:27:48,6,9,14,40,12,4,1.8484639904889795,5.079541074118083,5.845340506865569,4.332045080490039,1.2550411030473483,1.497609542338024,7.0
414,23:44:17,23:48:27,23:58:04,0:16:15,1:07:59,1:16:50,1:22:52,1:38:35,4,9,18,51,8,6,2.2021116068868967,5.359348492219185,6.2466390425900356,3.9350565079458018,1.5245275959397542,0.5828240750044728,6.0
415,8:34:10,8:39:51,8:49:01,9:07:31,9:48:07,9:59:27,10:04:30,1:30:20,5,9,18,40,11,5,2.0123496565317702,4.568446186851846,6.1220352984916735,3.81000066087106,1.2989682750722022,1.2305051270382072,7.0
416,11:25:39,11:30:48,11:38:55,12:00:21,12:52:25,13:02:47,13:06:04,1:40:25,5,8,21,52,10,3,2.2029238120938652,5.646083437548135,5.64835650455054,3.7136663279368505,1.9705814627070017,1.4278465328576728,6.0
417,12:39:13,12:42:54,12:50:49,13:08:52,13:44:05,13:51:13,13:57:44,1:18:31,3,7,18,35,7,6,1.6835390491611784,4.660632139926069,5.716037291482955,3.6889864896127573,1.7925376469123644,1.2257703466127376,7.0
418,10:13:01,10:18:21,10:27:26,10:39:53,11:41:35,11:49:27,11:55:32,1:42:31,5,9,12,61,7,6,1.9402799570896747,4.830793047686229,5.855685135644413,4.143154572590197,1.6096859753108066,1.3768873487979314,6.0
419,17:50:54,17:55:35,18:08:07,18:32:49,19:09:22,19:21:38,19:27:16,1:36:22,4,12,24,36,12,5,2.223953640851946,5.0561601572345785,5.808792033770952,4.295543035194284,2.14825089355002,0.4916016231780904,6.0
420,23:41:06,23:45:11,23:54:39,0:16:43,1:09:28,1:17:06,1:22:16,1:41:10,4,9,22,52,7,5,1.6505188151335883,5.827581554231356,5.969721694570742,4.1932269143263445,1.9429847326049652,1.875313573402368,5.0
421,6:40:29,6:43:58,6:56:52,7:15:35,8:05:34,8:16:12,8:21:58,1:41:29,3,12,18,49,10,5,2.345680796924529,4.487521328512404,6.597304906475227,4.892487990509402,1.8188494545434022,1.5800288018198594,5.0
422,15:44:12,15:49:03,15:58:24,16:16:46,16:56:13,17:11:56,17:17:38,1:33:26,4,9,18,39,15,5,1.8900183822836916,5.192387330266805,6.659367935663248,3.851067137464112,1.5547860384946173,0.8852490105253037,6.0
423,9:25:12,9:29:43,9:40:32,10:05:37,10:49:26,10:58:48,11:03:20,1:38:08,4,10,25,43,9,4,1.7189192050131314,3.3925657300861047,6.6093964098380855,3.9750149133290003,1.5587926085137098,1.0406982118831543,6.0
424,19:25:02,19:30:42,19:42:06,20:05:58,20:58:18,21:09:39,21:14:09,1:49:07,5,11,23,52,11,4,1.8190105073811496,5.944105490325283,5.917039041621687,4.245722182243408,1.5635442960286703,0.6922828492974308,5.0
425,19:11:01,19:16:08,19:27:00,19:54:57,20:38:59,20:46:15,20:52:32,1:41:31,5,10,27,44,7,6,1.6368640270004988,5.361361568743727,6.139860729022342,3.5724479860474987,1.8540893924167499,0.723887859714559,6.0
426,20:17:24,20:20:56,20:31:47,20:56:13,21:47:59,21:56:43,21:59:55,1:42:31,3,10,24,51,8,3,2.0045848971661044,5.281334331561293,6.933040163694532,4.015038228593194,2.3339930560163684,0.47558810066632884,5.0
427,0:55:16,0:59:46,1:10:37,1:31:10,2:25:31,2:34:54,2:40:12,1:44:56,4,10,20,54,9,5,1.486648498277357,5.132030609703177,6.508567414779674,4.442655213955968,1.8147228472252839,1.2020305687623623,5.0
428,14:26:52,14:32:09,14:41:07,15:02:29,15:53:42,16:05:58,16:12:27,1:45:35,5,8,21,51,12,6,2.0055964026450357,4.762207986267441,5.721222316628379,3.3805682218730237,2.0332719815904063,1.0418611113593261,6.0
429,22:51:54,22:57:53,23:06:30,23:31:58,0:24:52,0:37:02,0:40:26,1:48:32,5,8,25,52,12,3,2.299396452467824,4.974473262326414,5.456330760842441,3.7295912557508477,1.9941979345861904,0.6338549165633947,6.0
430,0:17:44,0:21:44,0:31:52,0:57:11,1:40:11,1:52:14,1:57:37,1:39:53,4,10,25,43,12,5,2.0062935848546357,4.291205073689105,6.047744632334785,3.714188215659379,2.301002285944107,0.3247803369697927,6.0
431,12:03:35,12:06:45,12:15:11,12:36:37,13:22:03,13:35:42,13:42:26,1:38:51,3,8,21,45,13,6,1.8450513976495861,5.284388204270838,6.346897938729594,4.0858982666991155,2.0578400643029386,0.6274983156699565,6.0
432,7:33:31,7:39:34,7:50:04,8:07:37,8:48:11,8:58:31,9:01:30,1:27:59,6,10,17,40,10,2,2.0677990800996913,4.812777801464853,5.974353345174972,3.8427994456529024,1.6057119198467293,1.4002486052686334,7.0
433,2:10:58,2:18:33,2:29:13,2:49:24,3:41:23,3:52:12,3:57:05,1:46:07,7,10,20,51,10,4,2.6651777966782566,4.777280359147418,6.939190867337654,3.628003354139336,2.3351994031331316,0.7175704304007224,5.0
434,15:44:57,15:50:06,15:56:15,16:23:46,17:05:51,17:12:57,17:17:43,1:32:46,5,6,27,42,7,4,2.719507993968258,4.899510024928494,6.5301031843336546,3.5894701442011203,1.469606824519103,1.69143868085291,6.0
435,8:27:01,8:32:16,8:45:19,8:56:56,9:33:39,9:45:33,9:49:38,1:22:37,5,13,11,36,11,4,2.026044107043692,5.554821807865253,5.929620736391173,4.010539473178408,1.8782544628743958,1.0319905565855803,7.0
436,15:24:16,15:28:28,15:40:17,16:00:00,16:48:05,17:00:45,17:06:43,1:42:27,4,11,19,48,12,5,1.967895770378167,4.202979307353091,5.751759175295772,4.357224538060919,2.2629205833159594,1.0271985364945833,6.0
437,10:42:38,10:47:59,10:56:00,11:11:14,11:56:49,12:06:15,12:10:16,1:27:38,5,8,15,45,9,4,1.767414775165632,6.221270035354377,6.263413484190533,3.6438399050155614,2.4235571052914,1.0153435261198345,7.0
438,10:04:00,10:08:28,10:19:14,10:40:10,11:25:35,11:35:39,11:40:14,1:36:14,4,10,20,45,10,4,2.1455065385795384,4.716529450324494,6.116983333222606,4.56796870352223,2.5153521378983497,1.0098233292502934,5.0
439,23:08:53,23:15:26,23:26:18,23:53:07,0:39:02,0:48:20,0:53:18,1:44:25,6,10,26,45,9,4,1.655478586959443,5.320903191006863,6.472923773983683,3.9360703424210524,1.7704238489684447,1.1616281986931232,5.0
440,19:16:56,19:22:15,19:32:16,19:55:03,20:32:29,20:44:50,20:50:53,1:33:57,5,10,22,37,12,6,2.3246019900725714,5.014135471964105,5.363441052004454,4.026433234422718,1.7086652698695712,0.9495309826434747,6.0
441,14:37:26,14:42:45,14:53:35,15:06:58,16:04:38,16:16:28,16:21:51,1:44:25,5,10,13,57,11,5,2.2013675180084906,5.396940729433579,5.7975558123405655,4.797155754988791,1.3665196195822218,1.1723936827535382,5.0
442,8:54:31,8:59:48,9:12:08,9:33:13,10:09:01,10:18:19,10:24:12,1:29:41,5,12,21,35,9,5,2.5629462706775703,4.744476616206858,6.845004205795179,3.4435256373164433,1.5883643346117975,0.7359435724837213,6.0
443,12:37:28,12:42:29,12:52:43,13:11:00,13:58:08,14:02:59,14:07:10,1:29:42,5,10,18,47,4,4,1.9091728874770109,4.54587941125441,6.486811468308261,3.9135566602460323,1.8131758653351424,1.6493644903718292,6.0
444,21:45:54,21:51:26,22:03:15,22:24:23,23:13:40,23:25:18,23:29:27,1:43:33,5,11,21,49,11,4,1.9578417030372774,5.3156592462927135,5.50333683713232,3.9439663571518593,2.825862716218486,0.18910248783107408,6.0
445,17:33:19,17:37:58,17:48:43,18:16:32,19:04:35,19:17:36,19:23:48,1:50:29,4,10,27,48,13,6,2.2842479588040225,5.270394147446842,6.355698417784309,4.239112286460511,1.5809450277647894,1.1170783070472448,5.0
446,22:42:09,22:47:28,23:03:40,23:23:50,0:12:37,0:22:45,0:26:24,1:44:15,5,16,20,48,10,3,2.3722219990832363,5.309878697396268,6.796305098197122,4.481326110297054,2.06531352093769,0.8790173854067675,5.0
447,17:43:13,17:48:32,17:58:43,18:22:55,19:12:27,19:22:53,19:28:01,1:44:48,5,10,24,49,10,5,1.635610130936188,5.625297331871437,5.6354219383023505,4.459082481413302,1.379616590947167,1.1148211808134234,5.0
448,1:53:41,1:59:37,2:06:01,2:22:29,3:07:50,3:16:13,3:20:28,1:26:47,5,6,16,45,8,4,2.0147489004333634,5.3066470129589725,6.40227260617954,4.421297478047809,2.0827878156107897,0.6379214594279772,6.0
449,15:29:45,15:35:33,15:45:08,15:56:39,16:49:01,16:56:24,17:01:23,1:31:38,5,9,11,52,7,4,2.717847105185886,4.798942806231505,6.038872376314105,3.9969098928417455,2.457408419056579,0.1784729298771568,7.0
450,11:40:34,11:45:39,11:56:26,12:17:02,13:11:12,13:17:31,13:21:36,1:41:02,5,10,20,54,6,4,1.9235114172779426,4.182765704230676,6.194994907230174,4.618423627558508,2.089650033235633,1.4807182202413463,5.0
451,8:23:11,8:30:33,8:42:33,8:57:37,9:33:46,9:43:56,9:49:51,1:26:40,7,12,15,36,10,5,1.2896427947192737,4.517067947284888,5.6586741533364275,3.0414337759995607,1.9068262872204973,1.2494926711987957,8.0
452,23:08:07,23:12:35,23:24:40,23:39:43,0:33:58,0:45:37,0:49:02,1:40:55,4,12,15,54,11,3,2.3721959362603213,4.321548506890721,6.425460753356503,3.180496640640754,1.7383186144970795,1.5957385941407272,6.0
453,17:23:44,17:27:03,17:36:20,17:58:03,18:39:27,18:51:44,18:55:38,1:31:54,3,9,21,41,12,3,1.7360986947214334,4.81996160101447,6.815316226896476,3.906084277199013,1.3931871635492894,1.1267510548869901,6.0
454,17:07:16,17:10:38,17:19:01,17:40:43,18:38:45,18:45:11,18:49:27,1:42:11,3,8,21,58,6,4,2.550701418315277,4.8351496426325875,5.933117507445275,3.9335006804355563,1.927439278572977,0.959855025800071,5.0
455,16:42:30,16:46:00,16:54:46,17:13:35,17:58:31,18:08:44,18:15:31,1:33:01,3,8,18,44,10,6,1.960804742745914,5.393184391862242,6.4567121888343415,4.094500575855403,1.4017447554119067,1.3276412002687679,6.0
456,3:54:21,3:59:31,4:07:45,4:29:23,5:26:57,5:37:13,5:41:21,1:47:00,5,8,21,57,10,4,1.9540130597720768,4.449904012091547,5.7983817777569175,4.415467800060767,1.5238478195579956,1.663663401621525,5.0
457,17:37:52,17:42:21,17:52:12,18:06:50,18:44:22,18:54:05,18:58:37,1:20:45,4,9,14,37,9,4,1.5398034903113675,5.31024706139531,5.548959471808306,3.829492426783814,2.084539871670676,0.33495806652835913,7.0
458,4:16:28,4:20:51,4:33:18,4:52:08,5:37:50,5:49:09,5:54:39,1:38:11,4,12,18,45,11,5,2.3237723290820007,4.793774374767996,6.374927414246634,4.039593320969476,2.3817163017115943,0.9042048852751352,6.0
459,10:18:56,10:23:04,10:31:55,10:45:44,11:28:54,11:37:24,11:40:05,1:21:09,4,8,13,43,8,2,1.748590398860939,5.109025561685421,5.9554385400905225,4.325383301995547,1.5824052411689382,0.19140203002012635,7.0
460,3:00:06,3:04:21,3:16:46,3:32:50,4:19:05,4:30:43,4:36:02,1:35:56,4,12,16,46,11,5,1.7501096200676631,4.495834677624051,5.813374590050362,4.181689884768855,2.334345540334295,1.3818673262807188,6.0
461,5:57:55,6:02:18,6:10:58,6:31:32,7:20:22,7:27:27,7:32:33,1:34:38,4,8,20,48,7,5,1.6504035373327481,5.186756100772401,6.683256096720694,4.000140406847596,1.6256518962818651,0.8506169541437261,6.0
462,4:12:21,4:18:15,4:30:35,4:48:29,5:25:58,5:32:19,5:36:31,1:24:10,5,12,17,37,6,4,2.510558186118592,5.120042659357162,6.085124440193199,4.803926726269978,2.872899091924751,1.4756777139397994,6.0
463,0:41:08,0:44:33,0:55:12,1:14:40,2:03:18,2:15:47,2:21:27,1:40:19,3,10,19,48,12,5,1.952213491485362,4.848635580156615,6.499687039774694,3.638062396307188,2.562322265884558,0.8014287100936388,6.0
464,18:19:35,18:23:55,18:34:25,18:58:35,19:42:16,19:54:13,20:00:08,1:40:33,4,10,24,43,11,5,2.1546395142621275,4.329898722458813,6.336778571292578,4.235220832413919,2.536794017960765,1.2966453385235257,5.0
465,2:10:27,2:16:29,2:26:24,2:45:09,3:30:56,3:39:46,3:43:04,1:32:37,6,9,18,45,8,3,2.7503725616060253,4.7943475897951195,5.340256717774675,3.307303517951213,2.143515400906906,1.092970144282988,7.0
466,3:37:02,3:42:30,3:51:15,4:09:52,5:01:54,5:12:59,5:19:03,1:42:01,5,8,18,52,11,6,2.1755856366049287,4.937474013452316,5.351315960689712,3.5201740244352524,2.3325327198059966,0.8746418271236376,6.0
467,7:43:28,7:49:38,7:58:44,8:26:55,9:21:37,9:31:38,9:37:02,1:53:34,6,9,28,54,10,5,2.9034847769543974,5.208074835592209,5.875636225343563,4.244177188282189,2.3705483716549436,1.39127818173352,4.0
468,11:16:28,11:21:19,11:29:37,11:45:30,12:24:00,12:34:54,12:40:06,1:23:38,4,8,15,38,10,5,2.4039649892807597,4.26183074141,6.072450588305193,3.63115692776506,2.269298807089328,1.104305811981715,7.0
469,6:37:25,6:41:17,6:52:43,7:15:02,8:07:50,8:20:39,8:24:05,1:46:40,3,11,22,52,12,3,1.5356080443161524,4.770870066003458,5.598687044465552,3.9615594772372913,2.692509731201631,1.6527250745722006,5.0
470,8:18:48,8:23:27,8:36:34,8:55:31,9:39:53,9:49:01,9:53:56,1:35:08,4,13,18,44,9,4,2.1174247024166672,5.4576860610845666,6.114256270247938,3.209917692585489,1.2563825352980216,0.6093694898329294,7.0
471,18:22:24,18:25:29,18:35:11,18:59:34,19:37:29,19:49:46,19:53:38,1:31:14,3,9,24,37,12,3,1.4411307976222842,4.313506148666135,5.899185155665184,4.220561409573877,1.5477890045575164,0.7868097363987892,6.0
472,10:25:40,10:30:49,10:42:10,11:02:30,11:42:16,11:55:12,11:59:31,1:33:51,5,11,20,39,12,4,1.9630125625780672,4.626355831376931,5.825882938178044,3.902486836610883,1.4148464952086781,1.6696602329785246,6.0
473,23:11:03,23:16:15,23:26:01,23:42:12,0:33:44,0:44:04,0:47:47,1:36:44,5,9,16,51,10,3,1.7585414939197201,4.721944646197151,5.547181845277902,3.7640126616122505,1.7397061556218616,1.5054890798954537,6.0
474,19:05:01,19:10:34,19:19:33,19:36:44,20:16:44,20:27:22,20:31:31,1:26:30,5,8,17,40,10,4,1.5829785089168296,5.0918058661401435,6.331684155321549,3.3344875931926805,2.2103131000949583,1.5703487114479469,7.0
475,11:31:36,11:33:54,11:41:44,11:54:01,12:36:39,12:45:03,12:48:54,1:17:18,2,7,12,42,8,3,2.4127395438757535,5.245603739587295,6.5025965010540965,4.213310706480956,2.3494116971975205,0.8530737163024471,7.0
476,17:59:21,18:03:38,18:12:58,18:34:34,19:21:42,19:30:36,19:35:58,1:36:37,4,9,21,47,8,5,1.8549498064920746,5.22511698273388,6.162498371248142,3.6385056014726382,2.3075796391754553,1.302986021593439,6.0
477,11:34:31,11:38:53,11:48:34,12:02:22,12:47:34,12:55:27,13:00:10,1:25:39,4,9,13,45,7,4,2.063933823835905,4.872510283676916,5.183583015009724,4.526335831379015,1.7645313376185965,1.297623595242344,7.0
478,19:20:15,19:23:34,19:31:39,19:56:57,20:36:20,20:45:20,20:51:36,1:31:21,3,8,25,39,9,6,1.6961914993718192,5.012671234873667,5.851796536542845,3.874912593365324,2.329642958547332,0.4460688648911125,6.0
479,12:37:21,12:41:55,12:53:32,13:12:02,13:53:22,14:04:14,14:10:05,1:32:44,4,11,18,41,10,5,2.349406516276921,4.875707037025562,5.384435716394581,3.9833724962613983,2.7638029404742754,1.0347287209606058,6.0
480,14:21:57,14:25:10,14:33:31,14:54:32,15:44:12,15:51:35,15:57:08,1:35:11,3,8,21,49,7,5,1.2947328799551032,4.71631923205014,6.440186550053522,4.009147206201966,1.7479423541901111,1.4613697859720016,6.0
481,19:09:39,19:13:27,19:21:25,19:39:10,20:28:39,20:38:34,20:43:55,1:34:16,3,7,17,49,9,5,0.8623926640240445,4.972857530166433,5.3193446034322855,4.267531159870821,2.4071997492550836,1.1674401454146643,6.0
482,15:50:35,15:55:07,16:04:00,16:27:21,16:59:40,17:10:30,17:16:38,1:26:03,4,8,23,32,10,6,1.950652339027433,4.81753487047838,5.832240523658738,4.3208059456656365,2.2084842516108667,1.3055205225194202,7.0
483,0:31:40,0:37:13,0:45:40,1:14:39,2:02:16,2:09:40,2:15:33,1:43:53,5,8,28,47,7,5,2.5649787083755706,4.228653842267275,5.698950325111818,4.27660101005121,2.0283514421013287,1.6241727983547085,5.0
484,17:49:17,17:54:23,18:02:48,18:23:55,19:01:01,19:10:20,19:13:43,1:24:26,5,8,21,37,9,3,2.012915905926034,4.419382848523505,5.703707587220504,4.727489996886811,1.9036388105458348,0.4094684125623467,6.0
485,20:54:42,21:00:45,21:09:40,21:26:58,22:10:31,22:20:49,22:26:02,1:31:20,6,8,17,43,10,5,2.2412078260687838,4.720316781028911,6.198264868706167,4.266052560297322,1.7197462484403314,2.2639953465800766,6.0
486,5:52:58,5:57:29,6:09:14,6:29:58,7:06:53,7:16:18,7:21:16,1:28:18,4,11,20,36,9,4,2.5754307992904093,4.863833554274851,5.497489195895476,4.141312924710887,2.090975854471166,0.7008309152560209,7.0
487,0:52:12,0:56:54,1:06:59,1:24:53,2:15:42,2:25:17,2:30:15,1:38:03,4,10,17,50,9,4,1.956055995544109,4.6759735349235445,5.993053189058209,4.392013400082052,2.2228081772855,1.5244839988561307,6.0
488,16:27:34,16:31:17,16:41:02,17:01:39,17:43:47,17:50:34,17:56:18,1:28:44,3,9,20,42,6,5,2.1086220057444978,5.073598814815165,5.8720066382795215,4.297141126934665,3.031695242189974,0.875811385366935,6.0
489,14:13:18,14:15:47,14:25:24,14:46:28,15:27:55,15:42:10,15:45:36,1:32:18,2,9,21,41,14,3,1.6795901010991297,5.103822693103598,6.466462375909952,4.062379216961234,1.4642900222292683,0.7893645480435778,6.0
490,8:25:56,8:32:10,8:41:21,9:00:15,9:38:18,9:49:25,9:54:21,1:28:25,6,9,18,38,11,4,2.2588931283611906,5.437937326807849,6.050536515271812,3.420167902729334,2.035357628018871,0.03571720788644239,7.0
491,23:06:57,23:11:38,23:21:03,23:43:18,0:32:53,0:43:42,0:47:25,1:40:28,4,9,22,49,10,3,2.390721600342804,4.9058875448784995,5.98272930865748,3.2857983331635943,2.3077984454524425,1.3766183837401498,6.0
492,14:45:31,14:50:26,15:02:21,15:13:19,15:54:20,16:02:52,16:08:40,1:23:09,4,11,10,41,8,5,1.6959139092767068,4.979708247111246,5.823128063357936,4.4124855393057985,2.1960534694012566,0.6687951749015655,7.0
493,6:46:45,6:51:56,7:02:58,7:21:39,8:07:06,8:16:06,8:19:46,1:33:01,5,11,18,45,9,3,2.423157466481178,4.736759303156199,5.931898940242478,4.008917272313086,1.4164581975418677,0.7557448013442476,6.0
494,17:23:04,17:26:12,17:35:07,17:52:55,18:36:12,18:46:04,18:51:08,1:28:04,3,8,17,43,9,5,1.588425061366845,4.423671727084755,5.461949023672489,4.140254289586468,2.2278037525904377,0.9919442646899852,7.0
495,11:17:41,11:22:54,11:32:26,11:58:58,12:35:54,12:41:42,12:46:48,1:29:07,5,9,26,36,5,5,1.3394166139676473,4.7339917638238544,6.318753532228895,4.4188398814226435,2.8004722928085273,0.48380801829299713,6.0
496,22:14:16,22:17:27,22:25:47,22:52:09,23:39:05,23:50:20,23:54:31,1:40:15,3,8,26,46,11,4,2.272275437027667,4.786389809045619,6.659071394451458,3.831650212408652,1.5118835772155832,1.0419283734543012,5.0
497,9:06:10,9:10:55,9:19:56,9:37:22,10:16:51,10:26:35,10:30:34,1:24:24,4,9,17,39,9,3,1.4145158535226685,4.365042051504744,6.323152663972279,3.628650589991391,0.8607697907878789,1.3423750740851705,7.0
498,7:57:53,8:04:21,8:14:26,8:33:27,9:15:38,9:26:04,9:30:34,1:32:41,6,10,19,42,10,4,1.9771692023005971,4.617789868255036,6.394335430162595,4.376497163275105,1.7160082082601276,0.7247190967729292,6.0
499,16:28:47,16:34:43,16:38:23,17:00:51,17:47:14,18:00:09,18:03:59,1:35:12,5,3,22,46,12,3,1.5056816853325024,4.808312723349737,6.211451178607387,4.650043224081623,2.555027270214583,0.7444857246712202,6.0
500,13:57:35,14:03:15,14:12:25,14:31:31,15:14:10,15:25:43,15:32:10,1:34:35,5,9,19,42,11,6,1.8117544948704243,4.8706044327927405,6.087291872098112,3.4196381915357508,1.5952267543074516,0.9193594719907806,7.0
501,23:47:06,23:52:21,0:01:33,0:17:42,1:01:05,1:09:45,1:14:38,1:27:32,5,9,16,43,8,4,1.8782509010414672,5.3705884891291,6.067804747330802,4.366888597570682,1.6410174285675152,0.46913935356622494,6.0
502,4:41:36,4:47:09,4:54:36,5:12:40,6:01:44,6:14:30,6:19:22,1:37:46,5,7,18,49,12,4,1.8228204275260715,4.563788716378965,6.183032515381406,4.9132916964620685,1.6353934618876556,0.9744642498314207,5.0
503,9:01:44,9:05:26,9:15:12,9:36:47,10:23:56,10:29:44,10:33:27,1:31:43,3,9,21,47,5,3,1.7885911925475546,5.203444950199559,6.556138730576581,3.9503819313700257,2.010703308597331,0.6687164897204088,6.0
504,20:02:54,20:08:56,20:21:03,20:40:16,21:18:38,21:29:43,21:34:20,1:31:26,6,12,19,38,11,4,2.2490884995905898,5.002243389861587,5.684333466585089,3.9673521339283653,1.9222482336206024,0.8948807080607167,6.0
505,14:48:36,14:52:30,15:04:00,15:20:41,16:09:10,16:17:00,16:22:55,1:34:19,3,11,16,48,7,5,2.4972358819727143,4.188348394004409,6.231402959414535,4.638092964736634,1.9719015355980856,0.7235150714069631,6.0
506,5:18:32,5:22:20,5:33:07,5:58:04,6:35:39,6:47:06,6:51:17,1:32:45,3,10,24,37,11,4,1.7397641638824755,5.595982130725169,6.266681824534886,3.6301667373588087,2.0749785526886324,1.513188377152355,6.0
